Date and Time,TA in(max),TA in(maxtime),TA in(min),TA in(mintime),TA in(mean),TA out(max),TA out(maxtime),TA out(min),TA out(mintime),TA out(mean),RH in(max),RH in(maxtime),RH in(min),RH in(mintime),RH in(mean),RH out(max),RH out(maxtime),RH out(min),RH out(mintime),RH out(mean),TWl-1 in(max),TWl-1 in(maxtime),TWl-1 in(min),TWl-1 in(mintime),TWl-1 in(mean),TWl-1 out(max),TWl-1 out(maxtime),TWl-1 out(min),TWl-1 out(mintime),TWl-1 out(mean),TWl-2 in(max),TWl-2 in(maxtime),TWl-2 in(min),TWl-2 in(mintime),TWl-2 in(mean),TWl-2 out(max),TWl-2 out(maxtime),TWl-2 out(min),TWl-2 out(mintime),TWl-2 out(mean),TRf in(max),TRf in(maxtime),TRf in(min),TRf in(mintime),TRf in(mean),TRf out(max),TRf out(maxtime),TRf out(min),TRf out(mintime),TRf out(mean),TG in(max),TG in(maxtime),TG in(min),TG in(mintime),TG in(mean),TG out(max),TG out(maxtime),TG out(min),TG out(mintime),TG out(mean),TW in(max),TW in(maxtime),TW in(min),TW in(mintime),TW in(mean),TW out(max),TW out(maxtime),TW out(min),TW out(mintime),TW out(mean),V in(max),V in(maxtime),V in(min),V in(mintime),V in(mean),iDampA(max),iDampA(maxtime),iDampA(min),iDampA(mintime),iDampA(mean),iDampW(max),iDampW(maxtime),iDampW(min),iDampW(mintime),iDampW(mean),Clo (max),Clo (maxtime),Clo (min),Clo (mintime),Clo (mean),Wl-1Facing(max),Wl-1Facing(maxtime),Wl-1Facing(min),Wl-1Facing(mintime),Wl-1Facing(mean),Wl-2Facing(max),Wl-2Facing(maxtime),Wl-2Facing(min),Wl-2Facing(mintime),Wl-2Facing(mean)
01/06/2019,33.391,13,31.204,07,32.17908333333333,37.728,15,30.444000000000003,06,33.52879166666667,74.785,21,57.56399999999999,13,68.83333333333333,73.875,06,44.453,13,64.20045833333334,32.768,15,31.586,08,32.197624999999995,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.128,15,-0.9640000000000001,06,1.2073333333333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
02/06/2019,34.466,16,31.331,07,32.57033333333333,40.4,16,30.090999999999998,06,33.743,73.113,07,54.315,16,65.36033333333333,77.37100000000001,07,39.619,16,61.689249999999994,33.365,16,31.714000000000002,08,32.47941666666667,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,5.377999999999999,16,-1.419,06,0.9365,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
03/06/2019,33.495,13,31.791,07,32.36454166666667,37.7,16,29.84,06,33.25125,78.7,19,56.335,12,65.209,73.536,23,47.99,12,61.87745833333333,32.82,16,32.098,07,32.44049999999999,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.283,16,-2.49,06,0.5500833333333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
04/06/2019,33.495,15,31.561,07,32.4005,38.476,15,30.469,06,33.868249999999996,75.604,22,59.562,11,69.55466666666666,77.014,05,49.545,15,64.57804166666666,33.053000000000004,15,32.021,08,32.49766666666667,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.558,16,-1.5519999999999998,06,1.1438333333333333,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
05/06/2019,32.794000000000004,14,31.408,05,31.995749999999997,36.933,15,28.616999999999997,06,32.48354166666667,76.985,20,62.769,11,69.572625,80.21600000000001,05,54.691,15,67.63820833333334,32.484,00,31.893,08,32.20654166666667,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.288,16,-3.2319999999999998,02,0.222625,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
06/06/2019,32.742,14,31.153000000000002,06,31.756041666666665,36.688,14,29.89,05,33.02791666666667,77.96,23,65.378,10,70.80300000000001,74.38,23,56.86,13,66.02658333333333,32.304,14,31.561,08,31.908375000000003,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.075,15,-1.85,05,0.9957083333333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
07/06/2019,32.768,12,31.000999999999998,07,31.767833333333332,36.851,15,30.166999999999998,06,32.892041666666664,79.304,17,68.641,11,75.07904166666667,81.56,07,59.001000000000005,14,70.98979166666668,32.201,15,31.305999999999997,07,31.749583333333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.206,16,-1.215,06,0.9180833333333335,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
08/06/2019,33.94,14,31.128,07,32.09879166666666,38.812,14,29.815,07,33.28308333333333,76.365,20,52.93899999999999,13,69.11483333333332,79.684,06,41.848,13,65.214375,32.665,15,31.381999999999998,07,31.950708333333335,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.504,14,-1.495,05,1.0028333333333332,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
09/06/2019,34.650999999999996,16,31.103,06,32.64366666666667,40.114000000000004,15,29.74,06,34.20195833333333,73.10600000000001,01,50.864,16,64.03004166666666,74.294,01,37.851,16,59.408416666666675,33.574,17,31.408,07,32.41020833333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,5.092,15,-1.413,06,1.3309166666666665,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
10/06/2019,34.519,17,31.663,07,33.05279166666667,39.065,16,30.293000000000003,06,34.126375,63.315,01,47.763000000000005,17,56.435249999999996,65.008,07,37.489000000000004,17,52.59845833333333,33.652,18,32.15,08,32.920833333333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,3.483,16,-1.4980000000000002,06,0.6278750000000001,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
11/06/2019,35.342,16,31.919,07,33.58041666666667,39.234,16,30.090999999999998,06,34.51329166666667,59.247,07,44.413000000000004,16,51.99391666666667,63.924,07,35.376999999999995,16,48.87129166666667,34.387,18,32.484,08,33.42633333333333,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,3.377,15,-1.982,06,0.625625,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
12/06/2019,35.288000000000004,17,32.742,07,33.982166666666664,39.431,16,30.976,07,34.85391666666667,58.198,15,48.056000000000004,17,53.321625000000004,62.82899999999999,07,37.97,17,50.46420833333334,34.387,18,33.131,08,33.822,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,3.912,15,-2.26,05,0.49416666666666664,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
13/06/19,35.288000000000004,14,31.381999999999998,22,33.394625,39.065,14,29.34,22,33.39362499999999,67.454,17,48.938,13,57.92075,71.237,22,41.036,13,57.729499999999994,34.387,14,32.691,23,33.72174999999999,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.5380000000000003,15,-2.783,05,-0.16604166666666662,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
14/06/19,34.097,15,31.51,01,32.45275,37.343,16,28.941,06,32.45295833333333,74.029,21,52.998999999999995,14,64.403125,76.875,06,45.538000000000004,14,64.55320833333333,33.053000000000004,16,31.74,07,32.36599999999999,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.9560000000000004,16,-2.852,05,-0.2083333333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
15/06/19,34.624,14,31.816,06,32.823708333333336,37.921,14,30.773000000000003,07,33.72570833333334,73.38600000000001,20,46.422,14,62.95583333333334,69.741,20,37.625,14,60.07004166666667,33.339,16,32.047,07,32.65720833333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.032,14,-1.48,07,0.7379166666666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
16/06/19,34.783,14,31.919,06,32.89304166666667,38.254,14,30.824,07,33.835625,71.771,21,48.845,13,63.22541666666667,69.895,21,40.622,13,60.52858333333333,33.548,16,32.175,07,32.784375000000004,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.259,14,-0.762,07,1.0577916666666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
17/06/19,34.995,15,31.996,06,33.11358333333333,38.616,15,31.128,07,34.252625,72.138,23,39.473,15,59.23875,70.812,01,30.493000000000002,15,55.84033333333334,33.783,16,32.227,07,32.93920833333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.3539999999999996,15,-0.996,07,1.0320416666666665,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
18/06/19,34.519,16,32.304,06,33.17279166666667,37.508,16,31.076999999999998,07,33.8235,69.73899999999999,21,46.218,14,61.021166666666666,69.75399999999999,04,38.986,14,59.062333333333335,33.73,16,32.613,07,33.12295833333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.513,16,-1.381,07,0.5168333333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
19/06/19,34.624,13,32.227,06,33.020125,36.606,13,30.570999999999998,06,33.428333333333335,72.21300000000001,18,46.833999999999996,24,60.745625,70.072,17,40.838,24,59.217958333333335,33.443000000000005,14,32.51,07,32.972500000000004,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.329,16,-1.733,06,0.38850000000000007,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
20/06/19,35.181999999999995,16,32.33,04,33.315875,38.84,16,31.128,06,34.326375,70.543,22,44.628,16,58.553625000000004,67.73100000000001,02,35.650999999999996,16,55.23075,34.124,16,32.433,07,33.175583333333336,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.977,15,-1.305,06,0.82925,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
21/06/19,33.992,16,32.562,06,33.11391666666666,35.85,16,31.204,06,33.442166666666665,70.81,23,45.513000000000005,15,57.090875000000004,72.22,23,40.812,15,55.70037500000001,33.548,16,33.001,08,33.271875,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,1.595,16,-1.6159999999999999,06,0.131125,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
22/06/19,35.315,16,32.175,07,33.426541666666665,38.365,16,30.697,06,34.120583333333336,70.139,12,41.86600000000001,16,54.198791666666665,71.311,12,34.658,15,51.99170833333333,34.097,16,32.586999999999996,08,33.30383333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.077,16,-1.607,06,0.63475,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
23/06/19,34.413000000000004,13,31.663,22,32.897375,36.254,16,31.331,08,33.41504166666667,77.934,23,49.95,13,62.15883333333333,79.88,23,43.538000000000004,13,60.60908333333333,33.6,13,32.586999999999996,22,33.16833333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.471,16,-1.308,08,0.28275,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
24/06/19,32.407,15,30.9,23,31.641583333333333,33.443000000000005,15,29.29,07,31.099541666666667,77.408,20,66.123,22,72.49454166666666,83.76100000000001,12,65.475,15,74.56616666666667,32.458,12,31.484,23,31.971375,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,1.005,17,-2.347,07,-0.6486666666666666,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
25/06/19,32.484,13,30.748,03,31.416041666666672,34.650999999999996,15,28.941,07,31.354,76.755,20,55.099,13,68.78408333333333,79.57,07,47.523,13,68.90558333333333,31.97,16,31.153000000000002,07,31.516583333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.296,15,-1.933,07,0.012291666666666617,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
26/06/19,32.098,15,30.545,06,31.213083333333334,33.809,16,29.265,06,31.326333333333334,77.368,20,60.346000000000004,15,68.83316666666667,77.404,23,54.317,15,68.47949999999999,31.74,17,31.026,06,31.374124999999996,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,1.685,15,-1.104,05,0.2524583333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
